frame,class,confidence,mask_area
9,car,0.5156822800636292,7297
9,car,0.5110583305358887,11665
9,car,0.4746019244194031,27322
9,car,0.47228482365608215,17008
9,person,0.4573403596878052,1684
9,motorcycle,0.44172292947769165,1732
9,person,0.4361465871334076,910
9,motorcycle,0.43139180541038513,1876
9,motorcycle,0.4283750355243683,4645
9,person,0.4258113205432892,2344
9,person,0.4133332371711731,1351
9,truck,0.4119994044303894,20518
9,truck,0.4016546905040741,3907
9,car,0.39940449595451355,1981
9,car,0.3888567090034485,5870
9,truck,0.3855478763580322,11467
9,car,0.381647527217865,24959
9,person,0.349224716424942,2377
9,motorcycle,0.33067089319229126,2125
9,car,0.3296710252761841,3538
9,truck,0.30740252137184143,27253
9,motorcycle,0.2976255416870117,3424
9,person,0.2881081998348236,4148
9,person,0.25813430547714233,3806
10,bus,0.8988421559333801,10174
10,car,0.8656070828437805,40555
10,car,0.7776309251785278,10168
10,car,0.7745014429092407,4588
10,car,0.7678139805793762,18535
10,car,0.7610661387443542,11180
10,car,0.739490807056427,50549
10,car,0.7274418473243713,7342
10,car,0.7134515643119812,37876
10,car,0.6327036619186401,20476
10,car,0.6313394904136658,14896
10,truck,0.6046585440635681,12133
10,person,0.5504043698310852,3106
10,motorcycle,0.5096778869628906,3842
10,person,0.49311256408691406,2185
10,car,0.4886148273944855,27331
10,truck,0.4828875660896301,18769
10,car,0.47995612025260925,11725
10,person,0.46238917112350464,988
10,car,0.4575290381908417,16954
10,motorcycle,0.4544130861759186,2467
10,car,0.45405489206314087,7144
10,truck,0.44957754015922546,20500
10,motorcycle,0.42932751774787903,3182
10,truck,0.4206344187259674,3955
10,car,0.4192389249801636,4726
10,motorcycle,0.4044222831726074,1726
10,truck,0.39940154552459717,11620
10,motorcycle,0.3984372913837433,2149
10,car,0.3670932352542877,2263
10,car,0.34870412945747375,6008
10,car,0.34689444303512573,5870
10,person,0.33164238929748535,2497
10,person,0.3196648955345154,2359
10,car,0.29559481143951416,24872
10,person,0.28750479221343994,832
10,person,0.2764703929424286,3914
10,person,0.27229219675064087,2275
10,motorcycle,0.26995670795440674,2407
10,motorcycle,0.2556283473968506,1750
11,bus,0.8695700168609619,10894
11,car,0.8664236664772034,42866
11,car,0.8437854647636414,50723
11,car,0.8325296640396118,17324
11,car,0.791114866733551,9562
11,car,0.7632994055747986,38944
11,car,0.752072274684906,5476
11,car,0.7444592714309692,17665
11,car,0.7060470581054688,7351
11,car,0.635705292224884,20548
11,motorcycle,0.6347857713699341,3845
11,truck,0.6236414909362793,12202
11,person,0.6235182881355286,3235
11,car,0.5824036002159119,12659
11,person,0.5576229095458984,1108
11,car,0.5466268062591553,11752
11,car,0.48066675662994385,7207
11,motorcycle,0.4787065088748932,2602
11,car,0.47866544127464294,5131
11,truck,0.4749971926212311,18451
11,car,0.4709644019603729,27289
11,car,0.4435316324234009,17035
11,person,0.4329774081707001,2080
11,car,0.4255697429180145,15166
11,truck,0.4054690897464752,4015
11,motorcycle,0.3827529847621918,1357
11,car,0.3652859628200531,5933
11,car,0.3577265441417694,2470
11,person,0.3568374514579773,2791
11,car,0.3551173806190491,3760
11,clock,0.3468683660030365,5452
11,person,0.3408079743385315,1021
11,motorcycle,0.3246605098247528,1231
11,car,0.32205986976623535,25592
11,car,0.29854145646095276,2794
11,person,0.29350730776786804,1045
11,motorcycle,0.28295132517814636,1555
11,person,0.27606919407844543,3923
11,car,0.2626279890537262,1222
11,motorcycle,0.25885218381881714,1813
11,person,0.2507336139678955,2236
12,bus,0.8696869611740112,10894
12,car,0.8666015863418579,42866
12,car,0.8433553576469421,50705
12,car,0.8328183889389038,17324
12,car,0.7912930250167847,9562
12,car,0.7625575661659241,38953
12,car,0.7521011233329773,5476
12,car,0.743698000907898,17665
12,car,0.7061694860458374,7351
12,car,0.6354908347129822,20548
12,motorcycle,0.6340857148170471,3836
12,person,0.6240607500076294,3226
12,truck,0.623520016670227,12202
12,car,0.5826905369758606,12659
12,person,0.5580507516860962,1108
12,car,0.5483546257019043,11752
12,car,0.4806469976902008,7207
12,motorcycle,0.4786626398563385,2602
12,car,0.4786478579044342,5131
12,truck,0.4747665822505951,18451
12,car,0.4711942970752716,27289
12,car,0.44364994764328003,17044
12,person,0.4323256015777588,2080
12,car,0.4256811738014221,15166
12,truck,0.4051135182380676,4015
12,motorcycle,0.38239145278930664,1357
12,car,0.36784353852272034,5933
12,car,0.3578466475009918,2470
12,person,0.35635238885879517,2791
12,car,0.35527902841567993,3760
12,clock,0.347794771194458,5452
12,person,0.34088370203971863,1021
12,car,0.3266119360923767,25592
12,motorcycle,0.32511916756629944,1231
12,car,0.2986290752887726,2794
12,person,0.2937248647212982,1045
12,motorcycle,0.28294607996940613,1555
12,person,0.27516472339630127,3923
12,car,0.26270923018455505,1222
12,motorcycle,0.25661978125572205,1804
12,person,0.2503492534160614,2236
13,bus,0.8602652549743652,10615
13,car,0.8489552140235901,19850
13,car,0.8261455297470093,49751
13,car,0.8255251049995422,41048
13,car,0.7998168468475342,10900
13,car,0.7249262928962708,38485
13,car,0.7193402647972107,4828
13,car,0.6884332299232483,7678
13,car,0.6675853729248047,16286
13,car,0.6232030391693115,20425
13,truck,0.6000262498855591,12355
13,car,0.5952960848808289,18040
13,person,0.5580337643623352,1012
13,car,0.5312649607658386,11743
13,motorcycle,0.5290781855583191,3125
13,truck,0.5001674890518188,18343
13,person,0.4873632788658142,3125
13,car,0.4813078045845032,7267
13,truck,0.46757882833480835,4114
13,car,0.46367233991622925,16024
13,car,0.43055570125579834,17239
13,car,0.42413148283958435,5539
13,truck,0.41488566994667053,20503
13,car,0.41432058811187744,27805
13,motorcycle,0.395489901304245,1837
13,car,0.38636547327041626,2356
13,car,0.37889179587364197,5933
13,motorcycle,0.3774188160896301,1729
13,motorcycle,0.3661361336708069,2089
13,person,0.3554156422615051,2272
13,person,0.3399490714073181,2791
13,clock,0.33896586298942566,5434
13,person,0.3296884298324585,1045
13,car,0.31956690549850464,25058
13,person,0.31166234612464905,1012
13,motorcycle,0.2987697422504425,1465
13,person,0.2857188880443573,3794
13,motorcycle,0.27572041749954224,1252
13,truck,0.2749655246734619,27319
13,person,0.27251163125038147,2014
13,car,0.27232038974761963,1267
13,motorcycle,0.2722994387149811,1447
13,truck,0.26455697417259216,15574
14,car,0.9041439890861511,25604
14,car,0.8517372012138367,38810
14,bus,0.8488134741783142,11161
14,car,0.7918710708618164,22466
14,car,0.7751390933990479,49118
14,car,0.7531182765960693,15739
14,car,0.7463322877883911,11467
14,car,0.7021888494491577,38395
14,car,0.6961017847061157,7750
14,car,0.6949365139007568,3658
14,motorcycle,0.650660514831543,3025
14,car,0.6257689595222473,20674
14,car,0.5739790797233582,11752
14,car,0.5696647763252258,15655
14,car,0.5651383399963379,5578
14,truck,0.5614871382713318,12166
14,person,0.5392499566078186,1720
14,person,0.4989256262779236,2590
14,truck,0.498731791973114,18547
14,car,0.4928310811519623,7360
14,truck,0.4773845970630646,4120
14,car,0.4624592661857605,17194
14,person,0.44378435611724854,1900
14,car,0.4331473112106323,26986
14,truck,0.43273982405662537,15466
14,truck,0.40723273158073425,20701
14,motorcycle,0.4007892608642578,2443
14,motorcycle,0.36152374744415283,2050
14,car,0.34427136182785034,2587
14,person,0.3435955047607422,2773
14,car,0.3427814543247223,5933
14,car,0.32773056626319885,25040
14,truck,0.32282131910324097,38179
14,car,0.3157108724117279,2884
14,car,0.3119990825653076,1276
14,car,0.2763271927833557,2746
14,motorcycle,0.27162835001945496,916
14,car,0.271563857793808,6158
14,person,0.2622036039829254,637
15,car,0.9042068123817444,25604
15,car,0.8525525331497192,38804
15,bus,0.8484878540039062,11161
15,car,0.7919068932533264,22466
15,car,0.7752061486244202,49118
15,car,0.7533191442489624,15730
15,car,0.7483339905738831,11503
15,car,0.702251136302948,38404
15,car,0.6962692141532898,7750
15,car,0.6957719326019287,3658
15,motorcycle,0.6521278619766235,3025
15,car,0.6252530813217163,20683
15,car,0.573762834072113,11752
15,car,0.5697507858276367,15655
15,car,0.5651301145553589,5578
15,truck,0.560653805732727,12175
15,person,0.5394288301467896,1720
15,truck,0.4996073246002197,18547
15,person,0.4976232349872589,2581
15,car,0.49096888303756714,7360
15,truck,0.47744253277778625,4120
15,car,0.4625910818576813,17185
15,person,0.4482026696205139,1900
15,truck,0.43264034390449524,15466
15,car,0.4323353171348572,26986
15,truck,0.40872761607170105,20701
15,motorcycle,0.402621328830719,2521
15,motorcycle,0.36113691329956055,2050
15,car,0.34434589743614197,2587
15,person,0.34404295682907104,2773
15,car,0.34171169996261597,5933
15,car,0.3280028998851776,25049
15,truck,0.32242152094841003,38215
15,car,0.3154792785644531,2884
15,car,0.311736524105072,1276
15,car,0.2760501801967621,2746
15,motorcycle,0.2723757028579712,916
15,car,0.26718294620513916,6158
15,person,0.26260560750961304,637
16,car,0.8951273560523987,27962
16,bus,0.8515946865081787,11323
16,car,0.7638508677482605,49337
16,car,0.7620494961738586,26213
16,car,0.71927410364151,39106
16,car,0.6935543417930603,37442
16,car,0.6798719167709351,7723
16,car,0.6715186238288879,17416
16,motorcycle,0.658760130405426,2272
16,car,0.6587367653846741,11353
16,car,0.6506907939910889,3574
16,car,0.6327239871025085,20782
16,person,0.5801420211791992,2890
16,truck,0.5687488913536072,12148
16,car,0.5352268815040588,5203
16,car,0.5222504138946533,11734
16,truck,0.5081620812416077,18556
16,car,0.5063344836235046,3100
16,car,0.4933410882949829,16165
16,truck,0.4791058599948883,16066
16,car,0.47840872406959534,2374
16,car,0.47839879989624023,17176
16,car,0.4659538269042969,7651
16,truck,0.448123574256897,4129
16,motorcycle,0.4377490282058716,2383
16,car,0.4164445698261261,26908
16,truck,0.40411287546157837,20773
16,person,0.39409711956977844,1891
16,person,0.3742598593235016,895
16,person,0.3436310887336731,2773
16,car,0.32950133085250854,5978
16,car,0.3183823227882385,1285
16,car,0.3047429025173187,3100
16,car,0.29257333278656006,25046
16,car,0.29244673252105713,6149
16,motorcycle,0.27241212129592896,1543
16,car,0.25552672147750854,1444
17,car,0.8903151154518127,31085
17,bus,0.8157381415367126,10648
17,car,0.7642331719398499,3151
17,car,0.7582922577857971,47501
17,car,0.7491493225097656,32132
17,car,0.7275876402854919,11407
17,car,0.7043810486793518,38116
17,car,0.6287710666656494,20806
17,car,0.6248876452445984,7696
17,truck,0.591701328754425,12196
17,car,0.5626927614212036,16762
17,truck,0.5500107407569885,18424
17,car,0.5285685062408447,5317
17,motorcycle,0.5226641893386841,3058
17,car,0.5204039216041565,11719
17,car,0.5152617692947388,34517
17,car,0.5090934634208679,17026
17,car,0.47371912002563477,14743
17,car,0.4527481496334076,2488
17,person,0.4430895745754242,2716
17,car,0.44077688455581665,7570
17,truck,0.41014793515205383,34535
17,truck,0.40855371952056885,4138
17,car,0.4058080017566681,27064
17,truck,0.4002082049846649,27196
17,motorcycle,0.3569212555885315,2020
17,person,0.3532162010669708,2782
17,truck,0.34467077255249023,14761
17,car,0.33469873666763306,2920
17,truck,0.33305031061172485,38089
17,truck,0.33177489042282104,11647
17,motorcycle,0.3177298307418823,1288
17,truck,0.31461742520332336,30968
17,person,0.31080543994903564,1579
17,car,0.30831363797187805,2242
17,motorcycle,0.2737250328063965,1555
18,car,0.8902316093444824,31085
18,bus,0.8159874677658081,10648
18,car,0.7645230293273926,3151
18,car,0.7616592049598694,47456
18,car,0.7510082721710205,32132
18,car,0.7258216142654419,11407
18,car,0.7036229968070984,38125
18,car,0.6292925477027893,20806
18,car,0.6254608631134033,7696
18,truck,0.5918523669242859,12187
18,car,0.5639613270759583,16762
18,truck,0.5496715903282166,18424
18,car,0.5292067527770996,5317
18,car,0.523400604724884,11728
18,motorcycle,0.5205439925193787,3406
18,car,0.5172082185745239,34517
18,car,0.5097142457962036,17017
18,car,0.4754481911659241,14743
18,car,0.453309029340744,2488
18,car,0.44463911652565,7582
18,person,0.4430661201477051,2683
18,car,0.4090447425842285,27700
18,truck,0.40791261196136475,4138
18,truck,0.40678033232688904,34535
18,truck,0.39924365282058716,27205
18,motorcycle,0.3534543514251709,2020
18,person,0.3532980978488922,2782
18,truck,0.3438261151313782,14761
18,car,0.3349691927433014,2920
18,truck,0.33291128277778625,38098
18,truck,0.3257068991661072,11647
18,motorcycle,0.3184639811515808,1288
18,truck,0.3132213056087494,30968
18,person,0.3120112121105194,1579
18,car,0.3092952370643616,2242
18,motorcycle,0.2741675078868866,1555
19,car,0.9001368880271912,32879
19,car,0.8524453639984131,47315
19,bus,0.8193910717964172,10468
19,car,0.785336434841156,35519
19,car,0.7482212781906128,11785
19,car,0.7462096810340881,33341
19,car,0.7216823101043701,37270
19,car,0.6849318742752075,15535
19,car,0.6519717574119568,20923
19,car,0.650680422782898,17740
19,motorcycle,0.6163270473480225,3136
19,car,0.6018140912055969,7396
19,car,0.5956456065177917,5236
19,car,0.575607180595398,4588
19,truck,0.5689803957939148,12238
19,person,0.5463396906852722,2191
19,truck,0.5213385224342346,18472
19,car,0.516839861869812,11683
19,car,0.4708620607852936,17044
19,car,0.47085797786712646,2410
19,person,0.46132925152778625,1792
19,car,0.45840340852737427,7645
19,car,0.4490549564361572,27010
19,motorcycle,0.43399330973625183,1339
19,car,0.3833082616329193,2200
19,person,0.38128307461738586,1249
19,truck,0.360927015542984,4120
19,clock,0.3540412485599518,5479
19,car,0.35298866033554077,25298
19,person,0.34639760851860046,2773
19,truck,0.34445202350616455,11530
19,car,0.3372841477394104,5942
19,motorcycle,0.3328923285007477,2635
19,truck,0.29168152809143066,27412
19,motorcycle,0.2699257433414459,2386
19,car,0.25881925225257874,2632
20,car,0.8880323767662048,36308
20,car,0.8658875823020935,46622
20,car,0.8299118876457214,29072
20,bus,0.8068069815635681,9235
20,car,0.7796449661254883,38705
20,car,0.7008020281791687,12373
20,motorcycle,0.6931816339492798,3556
20,car,0.6462123990058899,13912
20,car,0.6431111693382263,6916
20,car,0.6366700530052185,19231
20,car,0.6306400299072266,35965
20,car,0.6213977336883545,20896
20,car,0.5655614137649536,4588
20,truck,0.53611820936203,12382
20,truck,0.5198026299476624,18655
20,car,0.4976971745491028,11833
20,car,0.496651291847229,27100
20,person,0.4920510947704315,1279
20,car,0.48610010743141174,17062
20,car,0.46551313996315,5251
20,person,0.4397422671318054,2146
20,motorcycle,0.4316273331642151,2215
20,car,0.4066696763038635,2497
20,truck,0.4023163914680481,21028
20,car,0.3999937176704407,7609
20,truck,0.375644713640213,35512
20,truck,0.3550158441066742,27142
20,person,0.3520675003528595,2746
20,truck,0.33814555406570435,4129
20,truck,0.3241240084171295,11539
20,car,0.30840548872947693,2920
20,person,0.3022647202014923,2461
20,truck,0.2967289388179779,30947
20,motorcycle,0.2964118719100952,1747
20,truck,0.29439210891723633,5251
20,car,0.2621577978134155,2347
20,motorcycle,0.25299450755119324,1585
20,car,0.25152021646499634,1900
21,car,0.8875798583030701,36290
21,car,0.8649513721466064,46604
21,car,0.8280009031295776,29090
21,bus,0.8078025579452515,9235
21,car,0.7822257876396179,38714
21,car,0.7047321796417236,12373
21,motorcycle,0.6923613548278809,3556
21,car,0.6410923004150391,13912
21,car,0.6408476233482361,6940
21,car,0.6358142495155334,19231
21,car,0.6299785375595093,36091
21,car,0.6200131773948669,20851
21,car,0.567747175693512,4168
21,truck,0.5334725379943848,12391
21,truck,0.5142472386360168,18463
21,car,0.4942691922187805,11833
21,car,0.49192970991134644,27169
21,person,0.4907868802547455,1279
21,car,0.4746873378753662,17125
21,car,0.46364814043045044,5251
21,person,0.4427986443042755,2110
21,motorcycle,0.43228650093078613,2215
21,car,0.4052748680114746,2497
21,car,0.40460312366485596,7600
21,truck,0.392826646566391,20947
21,truck,0.3819071650505066,35512
21,truck,0.3624770939350128,27175
21,person,0.3554627597332001,2746
21,truck,0.3439895808696747,4129
21,truck,0.32655617594718933,30947
21,truck,0.32182011008262634,11539
21,car,0.3053174614906311,2920
21,person,0.30156201124191284,2470
21,truck,0.29515665769577026,5251
21,motorcycle,0.29442527890205383,1711
21,car,0.2624204754829407,2347
21,motorcycle,0.253294974565506,1585
22,car,0.9085105657577515,36650
22,bus,0.8240252137184143,9547
22,car,0.8193202018737793,46694
22,car,0.8182275295257568,26912
22,car,0.7552305459976196,41162
22,car,0.7511803507804871,13459
22,car,0.6622931361198425,6991
22,car,0.6588950157165527,5926
22,car,0.6317781209945679,3310
22,car,0.5930588841438293,20869
22,motorcycle,0.548539400100708,3784
22,car,0.5372205972671509,35353
22,truck,0.524914562702179,18670
22,truck,0.519304633140564,12355
22,car,0.4974147379398346,11716
22,truck,0.4931444525718689,34882
22,car,0.4716942608356476,27409
22,person,0.4699926972389221,1495
22,car,0.46056896448135376,17098
22,motorcycle,0.46029800176620483,1690
22,truck,0.4480265974998474,20884
22,car,0.444187730550766,7582
22,truck,0.42813536524772644,30911
22,car,0.4182156026363373,2647
22,person,0.4045182466506958,2209
22,truck,0.3975992500782013,27439
22,person,0.39735305309295654,2497
22,car,0.389782190322876,13213
22,car,0.38600388169288635,18754
22,truck,0.3843015432357788,18952
22,person,0.37260743975639343,2737
22,truck,0.34930819272994995,4129
22,truck,0.3307949900627136,11503
